ticker,name,market,sector,index
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",US,,USALL
KTWO,K2 Capital Acquisition Corporation - Class A Ordinary Share,US,,USALL
KULR,"KULR Technology Group, Inc. Common Stock",US,,USALL
KURA,"Kura Oncology, Inc. - Common Stock",US,,USALL
KUST,"Kustom Entertainment, Inc. - Common Stock",US,,USALL
KVHI,"KVH Industries, Inc. - Common Stock",US,,USALL
KVUE,Kenvue Inc. Common Stock,US,,USALL
KVYO,"Klaviyo, Inc. Series A Common Stock",US,,USALL
KWM,"K Wave Media, Ltd. - Ordinary Shares",US,,USALL
KWR,Quaker Houghton Common Stock,US,,USALL
KWY,Kingsway Corporation Common Stock,US,,USALL
KXIN,Kaixin Holdings - Ordinary Shares,US,,USALL
KYIV,Kyivstar Group Ltd. - Common Shares,US,,USALL
KYMR,"Kymera Therapeutics, Inc. - Common Stock",US,,USALL
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",US,,USALL
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",US,,USALL
L,Loews Corporation Common Stock,US,,USALL
LABT,Lakewood-Amedex Biotherapeutics Inc. - Common Stock,US,,USALL
LAC,Lithium Americas Corp. Common Shares,US,,USALL
LAD,"Lithia Motors, Inc. Common Stock",US,,USALL
LADR,Ladder Capital Corp Class A Common Stock,US,,USALL
LAES,SEALSQ Corp - Ordinary Shares,US,,USALL
LAFA,LaFayette Acquisition Corp. - Ordinary Share,US,,USALL
LAKE,"Lakeland Industries, Inc. - Common Stock",US,,USALL
LAMR,Lamar Advertising Company - Class A Common Stock,US,,USALL
LAND,Gladstone Land Corporation - Common Stock,US,,USALL
LANV,Lanvin Group Holdings Limited Ordinary Shares,US,,USALL
LAR,Lithium Argentina AG Common Shares,US,,USALL
LARK,Landmark Bancorp Inc. - Common Stock,US,,USALL
LASE,Laser Photonics Corporation - Common Stock,US,,USALL
LASR,"nLIGHT, Inc. - Common Stock",US,,USALL
LATA,Galata Acquisition Corp. II - Class A Ordinary Shares,US,,USALL
LAUR,"Laureate Education, Inc. - Common Stock",US,,USALL
LAW,"CS Disco, Inc. Common Stock",US,,USALL
LAWR,"Robot Consulting Co., Ltd. - ADS",US,,USALL
LAZ,"Lazard, Inc. Common Stock",US,,USALL
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,US,,USALL
LBGJ,Li Bang International Corporation Inc. - Class A Ordinary Shares,US,,USALL
LBRT,Liberty Energy Inc. Class A common stock,US,,USALL
LBRX,LB Pharmaceuticals Inc - Common Stock,US,,USALL
LBTYA,Liberty Global Ltd. - Class A Common Shares,US,,USALL
LBTYB,Liberty Global Ltd. - Class B Common Shares,US,,USALL
LBTYK,Liberty Global Ltd. - Class C Common Shares,US,,USALL
LCCC,Lakeshore Acquisition III Corp. - Ordinary Shares,US,,USALL
LCFY,Locafy Limited - Ordinary Share,US,,USALL
LCID,"Lucid Group, Inc. - Common Stock",US,,USALL
LCII,LCI Industries,US,,USALL
LCLN,"Lincoln International, Inc. Class A Common Stock",US,,USALL
LCNB,LCNB Corporation - Common Stock,US,,USALL
LCTX,"Lineage Cell Therapeutics, Inc. Common Stock",US,,USALL
LCUT,"Lifetime Brands, Inc. - Common Stock",US,,USALL
LDI,"loanDepot, Inc. Class A Common Stock",US,,USALL
LDOS,"Leidos Holdings, Inc. Common Stock",US,,USALL
LE,"Lands' End, Inc. - Common Stock",US,,USALL
LEA,Lear Corporation Common Stock,US,,USALL
LECO,"Lincoln Electric Holdings, Inc. - Common Shares",US,,USALL
LEDS,SemiLEDS Corporation - Common Stock,US,,USALL
LEE,"Lee Enterprises, Incorporated - Common Stock",US,,USALL
LEGH,Legacy Housing Corporation - Common Stock,US,,USALL
LEGO,Legato Merger Corp. IV Ordinary Shares,US,,USALL
LEN,Lennar Corporation Class A Common Stock,US,,USALL
LEN-B,Lennar Corporation Class B,US,,USALL
LENZ,"LENZ Therapeutics, Inc. - Common Stock",US,,USALL
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",US,,USALL
LESL,"Leslie's, Inc. - Common Stock",US,,USALL
LEU,Centrus Energy Corp. Class A Common Stock,US,,USALL
LEVI,Levi Strauss & Co Class A Common Stock,US,,USALL
LEXX,Lexaria Bioscience Corp. - Common Stock,US,,USALL
LFAC,Leapfrog Acquisition Corporation - Class A Ordinary Shares,US,,USALL
LFCR,"Lifecore Biomedical, Inc. - Common Stock",US,,USALL
LFMD,"LifeMD, Inc. - Common Stock",US,,USALL
LFST,"LifeStance Health Group, Inc. - Common Stock",US,,USALL
LFT,"Lument Finance Trust, Inc. Common Stock",US,,USALL
LFTO,"Liftoff Mobile, Inc. - Common Stock",US,,USALL
LFUS,"Littelfuse, Inc. - Common Stock",US,,USALL
LFVN,Lifevantage Corporation - Common Stock,US,,USALL
LFWD,Lifeward Ltd. - Ordinary Shares,US,,USALL
LGCL,Lucas GC Limited - Class A Ordinary Shares,US,,USALL
LGCY,Legacy Education Inc. Common Stock,US,,USALL
LGI,Lazard Global Total Return and Income Fund Common Stock,US,,USALL
LGIH,"LGI Homes, Inc. - Common Stock",US,,USALL
LGL,"LGL Group, Inc. (The) Common Stock",US,,USALL
LGN,Legence Corp. - Class A Common stock,US,,USALL
LGND,Ligand Pharmaceuticals Incorporated - Common Stock,US,,USALL
LGPS,LogProstyle Inc. Common Shares,US,,USALL
LH,Labcorp Holdings Inc. Common Stock,US,,USALL
LHSW,Lianhe Sowell International Group Ltd - Class A Ordinary Shares,US,,USALL
LHX,"L3Harris Technologies, Inc. Common Stock",US,,USALL
LICN,Lichen International Limited - Class A Ordinary Shares,US,,USALL
LIDR,"AEye, Inc. - Class A Common Stock",US,,USALL
LIEN,"Chicago Atlantic BDC, Inc. - Common Stock",US,,USALL
LIF,"Life360, Inc. - Common Stock",US,,USALL
LIFE,Ethos Technologies Inc. - Class A Common Stock,US,,USALL
LII,"Lennox International, Inc. Common Stock",US,,USALL
LILA,Liberty Latin America Ltd. - Class A Common Stock,US,,USALL
LILAK,Liberty Latin America Ltd. - Class C Common Stock,US,,USALL
LIME,"Neutron Holdings, Inc. - Common Stock",US,,USALL
LIN,Linde plc - Ordinary Shares,US,,USALL
LINC,Lincoln Educational Services Corporation - Common Stock,US,,USALL
LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,US,,USALL
LINE,"Lineage, Inc. - Common Stock",US,,USALL
LINK,"Interlink Electronics, Inc. - Common Stock",US,,USALL
LION,Lionsgate Studios Corp Common Shares,US,,USALL
LITE,Lumentum Holdings Inc. - Common Stock,US,,USALL
LITS,"Lite Strategy, Inc. - Common Stock",US,,USALL
LIVE,Live Ventures Incorporated - Common Stock,US,,USALL
LIVN,LivaNova PLC - Ordinary Shares,US,,USALL
LKFN,Lakeland Financial Corporation - Common Stock,US,,USALL
LKQ,LKQ Corporation - Common Stock,US,,USALL
LKSP,Lake Superior Acquisition Corp. - Class A Ordinary Shares,US,,USALL
LLY,Eli Lilly and Company Common Stock,US,,USALL
LLYVA,"Liberty Live Holdings, Inc. - Series A Liberty Live Group Common Stock",US,,USALL
LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",US,,USALL
LMAT,"LeMaitre Vascular, Inc. - Common Stock",US,,USALL
LMB,"Limbach Holdings, Inc. - Common Stock",US,,USALL
LMND,"Lemonade, Inc. Common Stock",US,,USALL
LMNR,Limoneira Co - Common Stock,US,,USALL
LMRI,"Lumexa Imaging Holdings, Inc. - Common Stock",US,,USALL
LMT,Lockheed Martin Corporation Common Stock,US,,USALL
LNAI,Lunai Bioworks Inc. - Common Stock,US,,USALL
LNC,Lincoln National Corporation Common Stock,US,,USALL
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),US,,USALL
LNG,"Cheniere Energy, Inc. Common Stock",US,,USALL
LNKS,Linkers Industries Limited - Class A Ordinary Shares,US,,USALL
LNN,Lindsay Corporation Common Stock,US,,USALL
LNSR,"LENSAR, Inc. - Common Stock",US,,USALL
LNT,Alliant Energy Corporation - Common Stock,US,,USALL
LNTH,"Lantheus Holdings, Inc. - Common Stock",US,,USALL
LNZA,"LanzaTech Global, Inc. - Common Stock",US,,USALL
LOAN,"Manhattan Bridge Capital, Inc - Common Stock",US,,USALL
LOAR,Loar Holdings Inc. Common Stock,US,,USALL
LOB,"Live Oak Bancshares, Inc. Common Stock",US,,USALL
LOCL,Local Bounti Corporation Common Stock,US,,USALL
LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",US,,USALL
LODE,Comstock Inc. Common Stock,US,,USALL
LOGI,Logitech International S.A. - Registered Shares,US,,USALL
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,US,,USALL
LONA,"LeonaBio, Inc. - Common Stock",US,,USALL
LOPE,"Grand Canyon Education, Inc. - Common Stock",US,,USALL
LOVE,The Lovesac Company - Common Stock,US,,USALL
LOW,"Lowe's Companies, Inc. Common Stock",US,,USALL
LPA,Logistic Properties of the Americas Ordinary Shares,US,,USALL
LPAA,Launch One Acquisition Corp. - Class A Ordinary Shares,US,,USALL
LPBB,Launch Two Acquisition Corp. - Class A Ordinary Shares,US,,USALL
LPCN,Lipocine Inc. - Common Stock,US,,USALL
LPCV,Launchpad Cadenza Acquisition Corp I - Class A Ordinary Share,US,,USALL
LPG,Dorian LPG Ltd. Common Stock,US,,USALL
LPLA,LPL Financial Holdings Inc. - Common Stock,US,,USALL
LPSN,"LivePerson, Inc. - Common Stock",US,,USALL
LPTH,"LightPath Technologies, Inc. - Class A Common Stock",US,,USALL
LPX,Louisiana-Pacific Corporation Common Stock,US,,USALL
LQDA,Liquidia Corporation - Common Stock,US,,USALL
LQDT,"Liquidity Services, Inc. - Common Stock",US,,USALL
LRCX,Lam Research Corporation - Common Stock,US,,USALL
LRMR,"Larimar Therapeutics, Inc. - Common Stock",US,,USALL
LRN,"Stride, Inc. Common Stock",US,,USALL
LSAK,"Lesaka Technologies, Inc. - Common Stock",US,,USALL
LSBK,"Lake Shore Bancorp, Inc. - Common Stock",US,,USALL
LSCC,Lattice Semiconductor Corporation - Common Stock,US,,USALL
LSE,"Leishen Energy Holding Co., Ltd. - Class A Ordinary Shares",US,,USALL
LSF,"Laird Superfood, Inc. Common Stock",US,,USALL
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,US,,USALL
LSTA,"Lisata Therapeutics, Inc. - Common Stock",US,,USALL
LSTR,"Landstar System, Inc. - Common Stock",US,,USALL
LTBR,Lightbridge Corporation - Common Stock,US,,USALL
LTC,"LTC Properties, Inc. Common Stock",US,,USALL
LTGO,"Latigo Biotherapeutics, Inc. - Common Stock",US,,USALL
LTGR,Long Table Growth Corp. - Class A Ordinary Shares,US,,USALL
LTH,"Life Time Group Holdings, Inc. Common Stock",US,,USALL
LTRN,Lantern Pharma Inc. - Common Stock,US,,USALL
LTRX,"Lantronix, Inc. - Common Stock",US,,USALL
LUCD,Lucid Diagnostics Inc. - Common Stock,US,,USALL
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,US,,USALL
LUCY,"Innovative Eyewear, Inc. - Common Stock",US,,USALL
LUD,Luda Technology Group Limited Ordinary Shares,US,,USALL
LULU,lululemon athletica inc. - Common Stock,US,,USALL
LUMN,"Lumen Technologies, Inc. Common Stock",US,,USALL
LUNG,Pulmonx Corporation - Common Stock,US,,USALL
LUNR,"Intuitive Machines, Inc. - Class A Common Stock",US,,USALL
LUV,Southwest Airlines Company Common Stock,US,,USALL
LVLU,"Lulu's Fashion Lounge Holdings, Inc. - Common Stock",US,,USALL
LVO,"LiveOne, Inc. - Common Stock",US,,USALL
LVS,Las Vegas Sands Corp. Common Stock,US,,USALL
LVWR,"LiveWire Group, Inc. Common Stock",US,,USALL
LW,"Lamb Weston Holdings, Inc. Common Stock",US,,USALL
LWAC,LightWave Acquisition Corp. - Class A Ordinary Shares,US,,USALL
LWAY,"Lifeway Foods, Inc. - Common Stock",US,,USALL
LWLG,"Lightwave Logic, Inc. - Common Stock",US,,USALL
LXEO,"Lexeo Therapeutics, Inc. - Common Stock",US,,USALL
LXFR,Luxfer Holdings PLC Ordinary Shares,US,,USALL
LXP,LXP Industrial Trust Common Stock (Maryland REIT),US,,USALL
LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",US,,USALL
LXU,"LSB Industries, Inc. Common Stock",US,,USALL
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),US,,USALL
LYEL,"Lyell Immunopharma, Inc. - Common Stock",US,,USALL
LYFT,"Lyft, Inc. - Class A Common Stock",US,,USALL
LYNX,Lyntris Inc. Common Stock,US,,USALL
LYTS,LSI Industries Inc. - Common Stock,US,,USALL
LYV,"Live Nation Entertainment, Inc. Common Stock",US,,USALL
LZ,"LegalZoom.com, Inc. - Common Stock",US,,USALL
LZB,La-Z-Boy Incorporated Common Stock,US,,USALL
LZM,Lifezone Metals Limited Ordinary Shares,US,,USALL
LZMH,LZ Technology Holdings Limited - Class B Ordinary Shares,US,,USALL
M,Macy's Inc Common Stock,US,,USALL
MA,Mastercard Incorporated Common Stock,US,,USALL
MAA,"Mid-America Apartment Communities, Inc. Common Stock",US,,USALL
MAAS,Maase Inc. - Class A Ordinary Shares,US,,USALL
MAC,Macerich Company (The) Common Stock,US,,USALL
MACI,Melar Acquisition Corp. I - Class A Ordinary Shares,US,,USALL
MAGN,Magnera Corporation Common Stock,US,,USALL
MAIA,"MAIA Biotechnology, Inc. Common Stock",US,,USALL
MAIN,Main Street Capital Corporation Common Stock,US,,USALL
MAIR,Madison Air Solutions Corporation Class A Common Stock,US,,USALL
MAKO,Mako Mining Corp - Common Stock,US,,USALL
MAMA,"Mama's Creations, Inc. - Common Stock",US,,USALL
MAMO,Massimo Group - Common Stock,US,,USALL
MAN,ManpowerGroup Common Stock,US,,USALL
MANE,"Veradermics, Incorporated Common Stock",US,,USALL
MANH,"Manhattan Associates, Inc. - Common Stock",US,,USALL
MAR,Marriott International - Class A Common Stock,US,,USALL
MARA,"MARA Holdings, Inc. - Common Stock",US,,USALL
MAS,Masco Corporation Common Stock,US,,USALL
MASK,3 E Network Technology Group Ltd - Class A Ordinary Shares,US,,USALL
MASS,908 Devices Inc. - Common Stock,US,,USALL
MAT,"Mattel, Inc. - Common Stock",US,,USALL
MATH,Metalpha Technology Holding Limited - Ordinary Shares,US,,USALL
MATV,"Mativ Holdings, Inc. Common Stock",US,,USALL
MATW,Matthews International Corporation - Class A Common Stock,US,,USALL
MATX,"Matson, Inc. Common Stock",US,,USALL
MAX,"MediaAlpha, Inc. Class A Common Stock",US,,USALL
MAYS,"J. W. Mays, Inc. - Common Stock",US,,USALL
MAZE,"Maze Therapeutics, Inc. - Common Stock",US,,USALL
MB,MasterBeef Group - Ordinary Shares,US,,USALL
MBAI,Check-Cap Ltd. - Ordinary Share,US,,USALL
MBBC,"Marathon Bancorp, Inc. - Common Stock",US,,USALL
MBC,"MasterBrand, Inc. Common Stock",US,,USALL
MBGL,Mobility Global Inc. Common Stock,US,,USALL
MBI,MBIA Inc. Common Stock,US,,USALL
MBIN,Merchants Bancorp - Common Stock,US,,USALL
MBLY,Mobileye Global Inc. - Class A Common Stock,US,,USALL
MBOT,Microbot Medical Inc.  - Common Stock,US,,USALL
MBRX,"Moleculin Biotech, Inc. - Common Stock",US,,USALL
MBUU,"Malibu Boats, Inc. - Common Stock",US,,USALL
MBVI,M3-Brigade Acquisition VI Corp. - Class A Ordinary Shares,US,,USALL
MBWM,Mercantile Bank Corporation - Common Stock,US,,USALL
MBX,"MBX Biosciences, Inc. - Common Stock",US,,USALL
MC,Moelis & Company Class A Common Stock,US,,USALL
MCAH,Mountain Crest Acquisition 6 Corp. - Ordinary Shares,US,,USALL
MCB,Metropolitan Bank Holding Corp. Common Stock,US,,USALL
MCBS,"MetroCity Bankshares, Inc. - Common Stock",US,,USALL
MCD,McDonald's Corporation Common Stock,US,,USALL
MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",US,,USALL
MCGA,Yorkville Acquisition Corp. - Class A Ordinary Share,US,,USALL
MCHB,Mechanics Bancorp - Class A Common Stock,US,,USALL
MCHP,Microchip Technology Incorporated - Common Stock,US,,USALL
MCHX,"Marchex, Inc. - Class B Common Stock",US,,USALL
MCI,Barings Corporate Investors Common Stock,US,,USALL
MCK,McKesson Corporation Common Stock,US,,USALL
MCN,XAI Madison Equity Premium Income Fund Common Shares,US,,USALL
MCO,Moody's Corporation Common Stock,US,,USALL
MCRB,"Seres Therapeutics, Inc. - Common Stock",US,,USALL
MCRI,"Monarch Casino & Resort, Inc. - Common Stock",US,,USALL
MCRP,Micropolis AI Robotics Ordinary Shares,US,,USALL
MCS,Marcus Corporation (The) Common Stock,US,,USALL
MCTA,Charming Medical Limited - Class A Ordinary Shares,US,,USALL
MCY,Mercury General Corporation Common Stock,US,,USALL
MD,"Pediatrix Medical Group, Inc. Common Stock",US,,USALL
MDA,MDA Space Ltd. Common Shares,US,,USALL
MDAI,"Spectral AI, Inc. - Class A Common Stock",US,,USALL
MDB,"MongoDB, Inc. - Class A Common Stock",US,,USALL
MDBH,"MDB Capital Holdings, LLC - Class A common",US,,USALL
MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",US,,USALL
MDLN,Medline Inc. - Class A common stock,US,,USALL
MDLZ,"Mondelez International, Inc. - Class A Common Stock",US,,USALL
MDRR,"Medalist Diversified, Inc. - Common Stock",US,,USALL
MDT,Medtronic plc. Ordinary Shares,US,,USALL
MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",US,,USALL
MDWD,MediWound Ltd. - Ordinary Shares,US,,USALL
MDXG,"MiMedx Group, Inc - Common Stock",US,,USALL
MEC,"Mayville Engineering Company, Inc. Common Stock",US,,USALL
MED,MEDIFAST INC Common Stock,US,,USALL
MEDP,"Medpace Holdings, Inc. - Common Stock",US,,USALL
MEGI,NYLIM CBRE Global Infrastructure Megatrends Term Fund Common Shares,US,,USALL
MEGL,Magic Empire Global Limited - Class A Ordinary Shares,US,,USALL
MEI,"Methode Electronics, Inc. Common Stock",US,,USALL
MELI,"MercadoLibre, Inc. - Common Stock",US,,USALL
MENS,Jyong Biotech Ltd. - Ordinary shares,US,,USALL
MEOH,Methanex Corporation - Common Stock,US,,USALL
MER-K,"Bank of America Corporation Income Capital Obligation Notes initially due December 15, 2066",US,,USALL
MESH,Meshflow Acquisition Corp. - Class A Ordinary Shares,US,,USALL
MET,"MetLife, Inc. Common Stock",US,,USALL
META,"Meta Platforms, Inc. - Class A Common Stock",US,,USALL
METC,"Ramaco Resources, Inc. - Class A Common Stock",US,,USALL
METCB,"Ramaco Resources, Inc. - Class B Common Stock",US,,USALL
MEVO,M Evo Global Acquisition Corp II - Class A Ordinary Shares,US,,USALL
MF,MindForge Inc. - Class A Ordinary Shares,US,,USALL
MFA,"MFA Financial, Inc.",US,,USALL
MFC,Manulife Financial Corporation Common Stock,US,,USALL
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",US,,USALL
MFI,mF International Limited - Class A Ordinary Shares,US,,USALL
MFIC,MidCap Financial Investment Corporation - Closed End Fund,US,,USALL
MFIN,Medallion Financial Corp. - Common Stock,US,,USALL
MFM,Aberdeen Municipal Income Fund Common Shares of Beneficial Interest,US,,USALL
MFP,"Midera Food Processing, Inc. - Common Stock",US,,USALL
MG,Mistras Group Inc Common Stock,US,,USALL
MGA,"Magna International, Inc. Common Stock",US,,USALL
MGEE,MGE Energy Inc. - Common Stock,US,,USALL
MGF,Aberdeen Government Markets Income Fund Common Shares of Beneficial Interest,US,,USALL
MGIH,Millennium Group International Holdings Limited - Ordinary Shares,US,,USALL
MGLD,"The Marygold Companies, Inc. Common Stock",US,,USALL
MGM,MGM Resorts International Common Stock,US,,USALL
MGNI,"Magnite, Inc. - Common Stock",US,,USALL
MGNX,"MacroGenics, Inc. - Common Stock",US,,USALL
MGPI,"MGP Ingredients, Inc. - Common Stock",US,,USALL
MGRC,McGrath RentCorp - Common Stock,US,,USALL
MGRT,Mega Fortune Company Limited - Ordinary Shares,US,,USALL
MGTX,MeiraGTx Holdings plc - Ordinary Shares,US,,USALL
MGX,"Metagenomi Therapeutics, Inc. - Common Stock",US,,USALL
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,US,,USALL
MGYR,"Magyar Bancorp, Inc. - Common Stock",US,,USALL
MH,"McGraw Hill, Inc. Common Stock",US,,USALL
MHD,"Blackrock MuniHoldings Fund, Inc. Common Stock",US,,USALL
MHF,"Western Asset Municipal High Income Fund, Inc. Common Stock",US,,USALL
MHH,"Mastech Digital, Inc Common Stock",US,,USALL
MHK,"Mohawk Industries, Inc. Common Stock",US,,USALL
MHO,"M/I Homes, Inc. Common Stock",US,,USALL
MI,NFT Limited Class A Ordinary Share,US,,USALL
MIAC,Meridian3 Industrials Acquisition Corp - Class A Ordinary Shares,US,,USALL
MIAX,"Miami International Holdings, Inc. Common Stock",US,,USALL
MICC,The Magnum Ice Cream Company N.V. Ordinary Shares,US,,USALL
MIDD,The Middleby Corporation - Common Stock,US,,USALL
MIMI,Mint Incorporation Limited - Class A Ordinary Shares,US,,USALL
MIN,Aberdeen Intermediate Income Fund Common Shares of Beneficial Interest,US,,USALL
MIND,"MIND Technology, Inc. - Common Stock",US,,USALL
MINE,Mayfair Gold Corp. Common Shares,US,,USALL
MIR,"Mirion Technologies, Inc. Class A Common Stock",US,,USALL
MIRM,"Mirum Pharmaceuticals, Inc. - common stock",US,,USALL
MIST,Milestone Pharmaceuticals Inc. - Common Shares,US,,USALL
MITK,"Mitek Systems, Inc. - Common Stock",US,,USALL
MITQ,"Moving iMage Technologies, Inc. Common Stock",US,,USALL
MITT,"TPG Mortgage Investment Trust, Inc. Common Stock",US,,USALL
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",US,,USALL
MKC,"McCormick & Company, Incorporated Common Stock",US,,USALL
MKC-V,"McCormick & Company, Incorporated Common Stock",US,,USALL
MKDW,MKDWELL Tech Inc. - Ordinary Shares,US,,USALL
MKL,Markel Group Inc. Common Stock,US,,USALL
MKLY,McKinley Acquisition Corporation - Class A Ordinary Shares,US,,USALL
MKSI,MKS Inc. - Common Stock,US,,USALL
MKTW,"MarketWise, Inc. - Class A Common Stock",US,,USALL
MKTX,"MarketAxess Holdings, Inc. - Common Stock",US,,USALL
MKZR,"MacKenzie Realty Capital, Inc. - Common Stock",US,,USALL
MLAA,Mountain Lake Acquisition Corp. II - Class A Ordinary Shares,US,,USALL
MLAB,"Mesa Laboratories, Inc. - Common Stock",US,,USALL
MLCI,Mount Logan Capital Inc. - Common Stock,US,,USALL
MLEC,Moolec Science SA - Ordinary Shares,US,,USALL
MLGO,"MicroAlgo, Inc. - Ordinary Shares",US,,USALL
MLI,"Mueller Industries, Inc. Common Stock",US,,USALL
MLKN,"MillerKnoll, Inc. - Common Stock",US,,USALL
MLM,"Martin Marietta Materials, Inc. Common Stock",US,,USALL
MLP,"Maui Land & Pineapple Company, Inc. Common Stock",US,,USALL
MLPB,"ETRACS Alerian MLP Infrastructure Index ETN Series B due April 2, 2040",US,,USALL
MLR,"Miller Industries, Inc. Common Stock",US,,USALL
MLSS,"Milestone Scientific, Inc. Common Stock",US,,USALL
MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,US,,USALL
MLYS,"Mineralys Therapeutics, Inc. - Common Stock",US,,USALL
MMA,Mixed Martial Arts Group Limited Ordinary Shares,US,,USALL
MMD,NYLIM MacKay DefinedTerm Muni Opportunities Fund Common Shares,US,,USALL
MMED,"MiniMed Group, Inc. - Common Stock",US,,USALL
MMI,"Marcus & Millichap, Inc. Common Stock",US,,USALL
MMM,3M Company Common Stock,US,,USALL
MMS,"Maximus, Inc. Common Stock",US,,USALL
MMSI,"Merit Medical Systems, Inc. - Common Stock",US,,USALL
MMT,Aberdeen Multi-Market Income Fund Common Shares of Beneficial Interest,US,,USALL
MMTX,Miluna Acquisition Corp - Class A Ordinary Shares,US,,USALL
MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock",US,,USALL
MMYT,MakeMyTrip Limited - Ordinary Shares,US,,USALL
MNDR,Mobile-health Network Solutions - Class A Ordinary Shares,US,,USALL
MNDY,monday.com Ltd. - Ordinary Shares,US,,USALL
MNKD,MannKind Corporation - Common Stock,US,,USALL
MNOV,"MediciNova, Inc. - Common Stock",US,,USALL
MNPR,Monopar Therapeutics Inc. - Common Stock,US,,USALL
MNRO,"Monro, Inc.  - Common Stock",US,,USALL
MNSB,"MainStreet Bancshares, Inc. - Common Stock",US,,USALL
MNST,Monster Beverage Corporation - Common Stock,US,,USALL
MNTK,"Montauk Renewables, Inc. - Common Stock",US,,USALL
MNTN,"MNTN, Inc. Class A Common Stock",US,,USALL
MNTS,Momentus Inc. - Class A Common Stock,US,,USALL
MO,"Altria Group, Inc.",US,,USALL
MOB,Mobilicom Limited - Ordinary Shares,US,,USALL
MOBI,"Mobia Medical, Inc. - Common Stock",US,,USALL
MOBX,"Mobix Labs, Inc. - Class A Common Stock",US,,USALL
MOD,Modine Manufacturing Company Common Stock,US,,USALL
MODD,"Modular Medical, Inc. - common stock",US,,USALL
MOG-A,Moog Inc. Class A Common Stock,US,,USALL
MOG-B,Moog Inc. Class B Common Stock,US,,USALL
MOH,Molina Healthcare Inc Common Stock,US,,USALL
MORN,"Morningstar, Inc. - Common Stock",US,,USALL
MOS,Mosaic Company (The) Common Stock,US,,USALL
MOV,Movado Group Inc. Common Stock,US,,USALL
MOVE,"Corvex, Inc. - Common Stock",US,,USALL
MP,MP Materials Corp. Common Stock,US,,USALL
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,US,,USALL
MPAA,"Motorcar Parts of America, Inc. - Common Stock",US,,USALL
MPB,Mid Penn Bancorp - Common Stock,US,,USALL
MPC,Marathon Petroleum Corporation Common Stock,US,,USALL
MPLT,"MapLight Therapeutics, Inc. - Common Stock",US,,USALL
MPT,"Medical Properties Trust, Inc. common stock",US,,USALL
MPTI,"M-tron Industries, Inc. Common Stock",US,,USALL
MPU,Mega Matrix Inc. Class A Ordinary Shares,US,,USALL
MPV,Barings Participation Investors Common Stock,US,,USALL
MPWR,"Monolithic Power Systems, Inc. - Common Stock",US,,USALL
MQ,"Marqeta, Inc. - Class A Common Stock",US,,USALL
MQY,"Blackrock MuniYield Quality Fund, Inc. Common Stock",US,,USALL
MRAM,"Everspin Technologies, Inc. - Common Stock",US,,USALL
MRBK,Meridian Corporation - Common Stock,US,,USALL
MRCO,Mercator Acquisition Corp. - Class A Ordinary Shares,US,,USALL
MRCY,Mercury Systems Inc - Common Stock,US,,USALL
MRDN,Meridian Holdings Inc. - Common Stock,US,,USALL
MRK,"Merck & Company, Inc. Common Stock (new)",US,,USALL
MRKR,"Marker Therapeutics, Inc. - Common Stock",US,,USALL
MRLN,"Merlin, Inc. - Common Stock",US,,USALL
MRNA,"Moderna, Inc. - Common Stock",US,,USALL
MRP,"Millrose Properties, Inc. Class A Common Stock",US,,USALL
MRSH,Marsh Common Stock,US,,USALL
MRT,"Marti Technologies, Inc. Class A Ordinary Shares",US,,USALL
MRTN,"Marten Transport, Ltd. - Common Stock",US,,USALL
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",US,,USALL
MRVL,"Marvell Technology, Inc. - Common Stock",US,,USALL
MRX,Marex Group Limited - Ordinary Shares,US,,USALL
MS,Morgan Stanley Common Stock,US,,USALL
MS-F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,US,,USALL
MSA,MSA Safety Incorporated Common Stock,US,,USALL
MSAI,"MultiSensor AI Holdings, Inc. - Common Stock",US,,USALL
MSB,Mesabi Trust Common Stock,US,,USALL
