raw_symbol,name,sector,index,market,ticker
STAN,Standard Chartered,Banks,FTSE100,UK,STAN.L
SDLF,Standard Life,Life insurance,FTSE100,UK,SDLF.L
STJ,St. James's Place,Financial services,FTSE100,UK,STJ.L
TSCO,Tesco,Food & drug retailing,FTSE100,UK,TSCO.L
BBOX,Tritax Big Box REIT,Real Estate Investment Trusts,FTSE100,UK,BBOX.L
ULVR,Unilever,Personal goods,FTSE100,UK,ULVR.L
UU,United Utilities,Multiline utilities,FTSE100,UK,UU.L
VOD,Vodafone Group,Mobile telecommunications,FTSE100,UK,VOD.L
WEIR,Weir,Industrial goods and services,FTSE100,UK,WEIR.L
WTB,Whitbread,Retail hospitality,FTSE100,UK,WTB.L
