signal_id,first_seen,ticker,name,market,index,sector,kind,grade,status_at_signal,confirmed,stage,trend_score,stage2_readiness,stage4_readiness,mansfield_rs,sector_rs,rs_vs_sector,group_factor,regime,close_at_signal,trigger,stop,t1,t2,risk_pct,t1_r,signal_age_weeks,event_status,days_to_event,event_near_signal,liquidity_status,adv_gbp,last_seen,weeks_tracked,last_close,high_since,low_since,triggered,triggered_on,stopped,stopped_on,hit_t1,hit_t1_on,r_peak,r_now,outcome,exc_4w,exc_13w,exc_26w
BEPC@2026-07-20,2026-08-17,BEPC,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,US,USALL,Utilities,stage4_breakdown,C,late,True,Stage 4,-63.0,5.1,48.9,-20.1645,1.0772,-20.8774,0.88,Bull,33.25,31.1529,34.8912,19.3025,9.2885,12.0,3.17,4,clear,79.0,False,ok,36690317.29498318,2026-08-31,2.0,31.75,35.3358,30.91,True,2026-08-31,False,,False,,0.06,-0.16,open,,,
BFC@2026-08-10,2026-08-17,BFC,Bank First Corporation - Common Stock,US,USALL,Financials,stage2_breakout,D,live,False,Stage 2,31.6,52.1,16.3,2.6198,-0.5291,3.1404,1.0,Bull,152.75999450683594,161.1145,141.7808,191.9857,218.3823,12.0,1.6,1,clear,64.0,False,ok,9735499.889211085,2026-08-31,2.0,156.23,159.1,148.32,False,,False,,False,,,,watching,,,
BFRI@2026-08-17,2026-08-17,BFRI,Biofrontera Inc. - Common Stock,US,USALL,Health Care,stage2_breakout,D,late,False,Stage 2,76.9,14.7,4.0,42.1068,-6.1583,55.4088,0.88,Bull,1.4800000190734863,1.4417,1.2687,2.24,2.912,12.0,4.61,0,event_driven,86.0,True,thin,118768.53388890908,2026-08-31,2.0,1.61,1.63,1.31,True,2026-08-17,False,,False,,1.09,0.97,open,,,
BGR@2026-08-17,2026-08-17,BGR,BlackRock Energy and Resources Trust,US,USALL,Financials,stage2_breakout,D,live,False,Stage 2,68.2,42.8,6.6,10.2191,-0.5291,10.7166,1.0,Bull,17.43000030517578,17.3668,15.2828,20.5813,23.3044,12.0,1.54,0,unknown,,,ok,1205894.333379006,2026-08-31,2.0,17.2,17.6,16.76,True,2026-08-17,False,,False,,0.11,-0.08,open,,,
BGS@2026-07-20,2026-08-17,BGS,"B&G Foods, Inc. Common Stock",US,USALL,Consumer Staples,stage4_breakdown,C,late,True,Stage 4,-63.3,5.8,66.6,-25.7133,-6.5652,-20.5701,0.7,Bull,3.4600000381469727,3.2612,3.6526,1.34,0.0837,12.0,4.91,4,clear,86.0,False,ok,6487880.465613352,2026-08-31,2.0,3.29,3.61,3.28,False,,False,,False,,,,watching,,,
BIO-B@2026-08-17,2026-08-17,BIO-B,"Bio-Rad Laboratories, Inc. Class B  Common Stock",US,USALL,Health Care,stage2_breakout,D,late,False,Stage 2,73.0,34.6,16.6,13.2324,-6.1583,24.1433,0.88,Bull,365.0799865722656,339.4578,298.7229,429.46,503.428,12.0,2.21,0,clear,,False,untradeable,4001.537734503673,2026-08-31,2.0,365.08,365.08,337.0,True,2026-08-17,False,,False,,0.63,0.63,open,,,
BOX@2026-08-03,2026-08-17,BOX,"Box, Inc. Class A Common Stock",US,USALL,Information Technology,stage2_breakout,D,late,False,Stage 2,64.3,43.4,1.5,5.8388,15.886,-9.2981,0.88,Bull,32.90999984741211,34.4105,30.2812,46.37,56.382,12.0,2.9,2,event_ahead,8.0,False,ok,44335399.28498925,2026-08-31,2.0,35.19,36.34,31.93,True,2026-08-24,False,,False,,0.47,0.19,open,,,
BRBS@2026-08-17,2026-08-17,BRBS,"Blue Ridge Bankshares, Inc. Common Stock",US,USALL,Financials,stage2_breakout,B,live,True,Stage 1 to 2,33.1,18.9,22.3,0.4735,-0.5291,1.0565,1.0,Bull,3.900000095367432,3.8833,3.4173,4.7922,5.5564,12.0,1.95,0,clear,72.0,False,ok,633769.035429314,2026-08-31,2.0,3.96,4.05,3.79,True,2026-08-17,False,,False,,0.36,0.16,open,,,
BRSL@2026-07-27,2026-08-17,BRSL,"Brightstar Lottery PLC Trading under the Legal Name to begin at the market open on July 21, 2025. Ordinary Shares",US,USALL,Consumer Discretionary,stage4_breakdown,D,failed,True,Stage 4,-21.3,11.6,25.3,-16.6541,-2.7296,-7.9223,0.88,Bull,12.100000381469728,9.4808,10.6185,5.6163,2.3467,12.0,3.4,3,clear,85.0,False,ok,11303797.48911545,2026-08-31,2.0,11.3,12.16,10.99,False,,False,,False,,,,watching,,,
BRSP@2026-07-27,2026-08-17,BRSP,"BrightSpire Capital, Inc. Class A Common Stock",US,USALL,Real Estate,stage4_breakdown,C,live,True,Stage 4,-66.6,7.2,87.6,-15.7564,-5.5469,-10.8569,0.7,Bull,4.909999847412109,4.7808,5.3545,3.749,2.8682,12.0,1.8,3,event_driven,71.0,True,ok,3789638.4094471177,2026-08-31,2.0,4.68,5.0,4.615,True,2026-08-24,False,,False,,0.29,0.18,open,,,
BVS@2026-07-27,2026-08-17,BVS,Bioventus Inc. - Class A Common Stock,US,USALL,Health Care,stage2_breakout,D,late,False,Stage 2,85.1,11.7,5.7,48.7141,-6.1583,61.8546,0.88,Bull,14.380000114440918,16.1979,14.2542,24.216,30.8744,12.0,4.13,3,clear,78.0,False,ok,3970846.720443939,2026-08-31,2.0,14.07,14.92,13.44,False,,False,,False,,,,watching,,,
BWIN@2026-08-10,2026-08-17,BWIN,"The Baldwin Insurance Group, Inc. - Class A Common Stock",US,USALL,Financials,stage2_breakout,D,late,False,Stage 2,70.7,42.0,0.0,17.6898,-0.5291,18.5288,1.0,Bull,31.89999961853028,33.3137,29.3161,49.25,62.598,12.0,3.99,1,clear,78.0,False,ok,24122453.397419583,2026-08-31,2.0,30.88,32.59,29.71,False,,False,,False,,,,watching,,,
BWLP@2026-08-17,2026-08-17,BWLP,BW LPG Limited Common Shares,US,USALL,Energy,stage2_breakout,D,late,False,Stage 2,87.2,21.6,6.8,41.0697,-2.178,,1.0,Bull,24.71999931335449,23.2004,20.4163,32.6123,40.4861,12.0,3.38,0,event_ahead,11.0,False,ok,5067579.995064552,2026-08-31,2.0,24.86,25.475,22.77,True,2026-08-17,False,,False,,0.82,0.6,open,,,
BYFC@2026-08-10,2026-08-17,BYFC,Broadway Financial Corporation - Class A Common Stock,US,USALL,Financials,stage2_breakout,D,late,False,Stage 2,85.6,29.6,7.2,32.4865,-0.5291,33.0177,1.0,Bull,11.90999984741211,12.4718,10.9752,17.5,21.652,12.0,3.36,1,unknown,,,untradeable,15522.643638305784,2026-08-31,2.0,12.1153,12.35,11.55,False,,False,,False,,,,watching,,,
CBAN@2026-07-20,2026-08-17,CBAN,"Colony Bankcorp, Inc. Common Stock",US,USALL,Financials,stage2_breakout,D,live,False,Stage 2,33.0,52.6,20.1,4.0692,-0.5291,4.5835,1.0,Bull,21.479999542236328,22.7329,20.0049,26.915,30.479,12.0,1.53,4,event_driven,65.0,True,ok,3685554.221597407,2026-08-31,2.0,21.75,22.3,20.24,False,,False,,False,,,,watching,,,
CCD@2026-08-10,2026-08-17,CCD,Calamos Dynamic Convertible & Income Fund - Closed End Fund,US,USALL,Financials,stage2_breakout,D,live,False,Stage 2,47.3,46.6,13.4,5.9951,-0.5291,6.4482,1.0,Bull,25.34000015258789,27.2851,24.0109,34.554,40.6052,12.0,2.22,1,unknown,,,ok,1351942.060234832,2026-08-17,0.0,25.34,26.545,24.98,False,,False,,False,,,,watching,,,
CCEL@2026-08-17,2026-08-17,CCEL,"Cryo-Cell International, Inc. Common Stock",US,USALL,Health Care,stage2_breakout,D,late,False,Stage 2,65.3,17.9,0.6,10.0084,-6.1583,21.1527,0.88,Bull,4.559999942779541,4.3463,3.8247,5.66,6.836,12.0,2.52,0,clear,,False,untradeable,23544.41164884499,2026-08-17,0.0,4.56,4.9,3.68,True,2026-08-17,True,2026-08-17,False,,1.06,0.41,stopped out,,,
CFBK@2026-07-27,2026-08-17,CFBK,CF Bankshares Inc. - Common Stock,US,USALL,Financials,stage2_breakout,D,late,False,Stage 2,60.5,34.7,9.3,13.1932,-0.5291,13.7572,1.0,Bull,34.599998474121094,37.4214,32.9308,47.525,55.985,12.0,2.25,3,event_driven,78.0,True,ok,1053954.712038298,2026-08-31,2.0,35.7,36.27,33.84,False,,False,,False,,,,watching,,,
CGAU@2026-08-17,2026-08-17,CGAU,Centerra Gold Inc. Common Shares,US,USALL,Materials,stage2_breakout,D,late,False,Stage 2,73.7,16.4,5.7,40.5323,-6.1583,53.2903,0.88,Bull,23.75,22.7846,20.0505,29.8397,35.9134,12.0,2.58,0,clear,71.0,False,ok,21002867.67049665,2026-08-31,2.0,22.92,24.52,21.11,True,2026-08-17,False,,False,,0.63,0.05,open,,,
CGON@2026-08-17,2026-08-17,CGON,"CG Oncology, Inc. - Common stock",US,USALL,Health Care,stage2_breakout,D,late,False,Stage 2,78.3,29.0,9.3,32.3029,-6.1583,44.0099,0.88,Bull,79.80999755859375,81.1136,71.38,110.27,134.974,12.0,3.0,0,clear,84.0,False,ok,45061475.82978438,2026-08-31,2.0,74.67,80.97,72.12,False,,False,,False,,,,watching,,,
CHMI@2026-08-10,2026-08-17,CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,US,USALL,Real Estate,stage2_breakout,C,late,True,Stage 2,67.2,40.0,8.2,13.7208,-5.5469,20.312,0.88,Bull,2.940000057220459,2.9923,2.6332,3.7146,4.3263,12.0,2.01,1,event_driven,80.0,True,ok,344260.13781678444,2026-08-31,2.0,2.96,2.98,2.9,False,,False,,False,,,,watching,,,
CLW@2026-08-03,2026-08-17,CLW,Clearwater Paper Corporation Common Stock,US,USALL,Materials,stage2_breakout,D,late,False,Stage 2,68.6,23.4,0.0,13.2069,-6.1583,24.4307,0.88,Bull,21.75,24.0922,21.2011,35.45,44.938,12.0,3.93,2,event_driven,71.0,True,ok,2100458.2392475745,2026-08-31,2.0,20.92,22.1,19.01,False,,False,,False,,,,watching,,,
CMBT@2026-08-17,2026-08-17,CMBT,CMB.TECH NV Ordinary Shares,US,USALL,Energy,stage2_breakout,D,late,False,Stage 2,85.7,25.3,7.4,37.9053,-2.178,,1.0,Bull,18.049999237060547,17.6008,15.4887,23.9085,29.1954,12.0,2.99,0,event_ahead,10.0,False,ok,13237026.081380358,2026-08-31,2.0,19.49,19.61,17.16,True,2026-08-17,False,,False,,0.95,0.89,open,,,
CNA@2026-07-20,2026-08-17,CNA,CNA Financial Corporation Common Stock,US,USALL,Financials,stage2_breakout,D,failed,False,Stage 2 to 3,3.7,25.2,28.3,-1.1961,-0.5291,-0.6443,0.88,Bull,48.97999954223633,55.7735,49.0807,69.2322,80.4694,12.0,2.01,4,clear,77.0,False,ok,15554061.288892863,2026-08-31,2.0,48.47,51.07,48.03,False,,False,,False,,,,watching,,,
CNMD@2026-08-03,2026-08-17,CNMD,CONMED Corporation Common Stock,US,USALL,Health Care,stage2_breakout,D,late,False,Stage 2,70.3,33.0,0.0,11.1685,-6.1583,22.3286,0.88,Bull,51.06999969482422,54.7087,48.1436,75.88,93.656,12.0,3.22,2,event_driven,79.0,True,ok,12606695.656134916,2026-08-31,2.0,49.32,52.51,48.5,False,,False,,False,,,,watching,,,
CNQ@2026-08-17,2026-08-17,CNQ,Canadian Natural Resources Limited Common Stock,US,USALL,Energy,stage2_breakout,D,late,False,Stage 2,80.0,42.7,7.0,20.0518,-2.178,,1.0,Bull,51.400001525878906,51.5717,45.3831,68.1583,82.0474,12.0,2.68,0,clear,80.0,False,ok,287328053.7727233,2026-08-31,2.0,50.46,52.25,48.21,True,2026-08-31,False,,False,,0.11,-0.18,open,,,
CODI@2026-08-10,2026-08-17,CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,US,USALL,Industrials,stage2_breakout,D,late,False,Stage 2,84.6,29.2,8.0,31.0623,46.2778,-10.0678,0.88,Bull,11.68000030517578,13.5556,11.9289,21.2,27.56,12.0,4.7,1,event_driven,84.0,True,ok,6416767.639723502,2026-08-17,0.0,11.68,13.05,11.36,False,,False,,False,,,,watching,,,
COGT@2026-08-03,2026-08-17,COGT,"Cogent Biosciences, Inc. - Common Stock",US,USALL,Health Care,stage2_breakout,D,live,False,Stage 2 to 3,10.6,29.4,25.1,5.1275,-6.1583,14.5843,0.88,Bull,36.72999954223633,44.3101,38.9928,59.2808,71.9934,12.0,2.82,2,clear,78.0,False,ok,53751954.29859319,2026-08-31,2.0,34.76,38.62,34.01,False,,False,,False,,,,watching,,,
COLL@2026-08-03,2026-08-17,COLL,"Collegium Pharmaceutical, Inc. - Common Stock",US,USALL,Health Care,stage4_breakdown,C,late,True,Stage 4,-80.7,1.3,84.0,-35.6977,-6.1583,-29.1541,0.7,Bull,27.11000061035156,24.56,27.5072,10.188,0.6367,12.0,4.88,2,event_driven,80.0,True,ok,11583842.543251578,2026-08-31,2.0,23.53,29.65,23.37,True,2026-08-31,False,,False,,0.4,0.35,open,,,
CORT@2026-07-20,2026-08-17,CORT,Corcept Therapeutics Incorporated - Common Stock,US,USALL,Health Care,stage2_breakout,D,late,False,Stage 2,92.8,22.6,5.7,66.1553,-6.1583,80.9791,0.88,Bull,122.25,124.4075,109.4786,195.536,254.1968,12.0,4.76,4,clear,79.0,False,ok,51737823.31323735,2026-08-31,2.0,111.62,126.38,108.73,True,2026-08-24,True,2026-08-31,False,,0.13,-0.86,stopped out,,,
CRCT@2026-08-03,2026-08-17,CRCT,"Cricut, Inc. - Class A common stock",US,USALL,Information Technology,stage2_breakout,C,late,True,Stage 2,69.0,20.8,0.0,8.7748,15.886,-6.777,0.88,Bull,5.590000152587891,6.3828,5.6168,8.8895,10.9851,12.0,3.27,2,event_driven,78.0,True,ok,1522091.9036217518,2026-08-31,2.0,5.54,5.98,5.37,False,,False,,False,,,,watching,,,
CRD-B@2026-08-10,2026-08-17,CRD-B,Crawford & Company Common Stock,US,USALL,Financials,stage2_breakout,C,late,True,Stage 2,65.9,50.9,3.6,9.2692,-0.5291,9.8797,1.0,Bull,12.239999771118164,12.9288,11.3774,20.24,26.312,12.0,4.71,1,event_driven,77.0,True,thin,37806.228758699945,2026-08-17,0.0,12.24,13.59,11.14,True,2026-08-17,True,2026-08-17,False,,0.43,-0.44,stopped out,,,
CRDL@2026-08-17,2026-08-17,CRDL,Cardiol Therapeutics Inc. - Class A Common Shares,US,USALL,Health Care,stage2_breakout,D,late,False,Stage 2,76.6,14.2,5.7,48.2508,-6.1583,62.1459,0.88,Bull,1.8600000143051147,1.8671,1.6431,2.743,3.4814,12.0,3.91,0,event_driven,87.0,True,thin,425290.8398073218,2026-08-31,2.0,2.2,2.275,1.73,True,2026-08-17,False,,False,,1.82,1.49,open,,,
CRGY@2026-08-17,2026-08-17,CRGY,Crescent Energy Company Class A Common Stock,US,USALL,Energy,stage2_breakout,D,late,False,Stage 2,79.2,36.8,6.7,25.7218,-2.178,,1.0,Bull,14.0600004196167,14.3118,12.5944,20.1318,25.0218,12.0,3.39,0,clear,77.0,False,ok,56591958.64421294,2026-08-31,2.0,13.77,14.535,12.05,True,2026-08-31,False,,False,,0.13,-0.32,open,,,
CRSR@2026-08-03,2026-08-17,CRSR,"Corsair Gaming, Inc. - Common Stock",US,USALL,Information Technology,stage2_breakout,D,late,False,Stage 2,80.0,19.5,2.6,32.4771,15.886,15.2065,1.15,Bull,10.93000030517578,15.3841,13.538,23.9648,31.1542,12.0,4.65,2,event_driven,78.0,True,ok,9204578.027044294,2026-08-31,2.0,12.72,12.95,10.726,False,,False,,False,,,,watching,,,
CSBR@2026-08-03,2026-08-17,CSBR,"Champions Oncology, Inc. - Common Stock",US,USALL,Health Care,stage4_breakdown,C,late,True,Stage 4,-73.5,0.8,79.2,-28.1335,-6.1583,-20.8616,0.7,Bull,4.960000038146973,4.709,5.2741,2.05,0.122,12.0,4.71,2,event_ahead,28.0,False,thin,38124.30622705296,2026-08-31,2.0,5.22,5.51,4.83,False,,False,,False,,,,watching,,,
CSQ@2026-08-10,2026-08-17,CSQ,Calamos Strategic Total Return Fund - Closed End Fund,US,USALL,Financials,stage2_breakout,D,live,False,Stage 2,37.3,57.7,18.2,1.6256,-0.5291,2.1228,1.0,Bull,20.739999771118164,21.3247,18.9431,26.4043,30.6078,11.17,2.13,1,unknown,,,ok,3103490.123498044,2026-08-17,0.0,20.74,21.08,20.62,False,,False,,False,,,,watching,,,
CSTE@2026-08-17,2026-08-17,CSTE,Caesarstone Ltd. - Ordinary Shares,US,USALL,Industrials,stage2_breakout,D,late,False,Stage 2,72.2,36.4,3.1,90.4289,46.2778,30.695,1.15,Bull,3.5299999713897705,3.5594,3.1323,5.52,7.176,12.0,4.59,0,clear,86.0,False,thin,237474.8940836145,2026-08-24,1.0,3.14,3.84,3.06,True,2026-08-17,True,2026-08-24,False,,0.66,-0.98,stopped out,,,
CSV@2026-08-03,2026-08-17,CSV,"Carriage Services, Inc. Common Stock",US,USALL,Consumer Discretionary,stage4_breakdown,C,late,True,Stage 4,-71.2,3.2,70.4,-26.3519,-2.7296,-18.9211,0.88,Bull,34.45000076293945,32.5397,36.4444,14.8252,0.8333,12.0,4.54,2,event_driven,79.0,True,ok,3283344.155591037,2026-08-31,2.0,33.92,36.4,33.09,False,,False,,False,,,,watching,,,
CSWC@2026-08-03,2026-08-17,CSWC,Capital Southwest Corporation - Common Stock,US,USALL,Financials,stage2_breakout,D,live,False,Stage 2,64.3,58.6,6.1,6.1125,-0.5291,6.6457,1.0,Bull,24.959999084472656,25.5831,22.5131,30.476,34.5608,12.0,1.59,2,event_driven,77.0,True,ok,10101263.768445011,2026-08-31,2.0,24.58,25.75,24.16,True,2026-08-24,False,,False,,0.05,-0.33,open,,,
CTNM@2026-08-17,2026-08-17,CTNM,"Contineum Therapeutics, Inc. - Common stock",US,USALL,Health Care,stage2_breakout,D,late,False,Stage 2,72.4,19.3,6.5,21.9437,-6.1583,33.4837,0.88,Bull,17.190000534057617,17.4396,15.3468,23.0473,27.9572,12.0,2.68,0,clear,73.0,False,ok,2535840.321076738,2026-08-31,2.0,16.7,17.785,14.15,True,2026-08-24,False,,False,,0.17,-0.35,open,,,
CURV@2026-07-20,2026-08-17,CURV,Torrid Holdings Inc. Common Stock,US,USALL,Consumer Discretionary,stage2_breakout,D,late,False,Stage 2,51.9,15.2,9.0,26.5661,-2.7296,38.1748,1.0,Bull,2.2100000381469727,2.9407,2.5878,4.568,5.9384,12.0,4.61,4,event_ahead,17.0,False,thin,452325.853603506,2026-08-31,2.0,2.44,2.85,1.99,False,,False,,False,,,,watching,,,
CVE@2026-08-17,2026-08-17,CVE,Cenovus Energy Inc Common Stock,US,USALL,Energy,stage2_breakout,D,late,False,Stage 2,84.8,32.1,6.5,35.084,-2.178,,1.0,Bull,32.93000030517578,32.4639,28.5682,46.3906,57.9895,12.0,3.57,0,clear,73.0,False,ok,166288289.06991276,2026-08-31,2.0,32.37,33.4,30.13,True,2026-08-17,False,,False,,0.24,-0.02,open,,,
CVSA@2026-08-03,2026-08-17,CVSA,Covista Inc. Common Shares,US,USALL,Consumer Staples,stage2_breakout,D,late,False,Stage 2,49.7,38.9,12.1,2.2053,-6.5652,9.3829,0.88,Bull,132.35000610351562,144.9809,127.5832,227.072,295.1936,12.0,4.72,2,event_driven,73.0,True,ok,26846827.887320794,2026-08-31,2.0,128.09,142.13,126.26,False,,False,,False,,,,watching,,,
CYRX@2026-08-17,2026-08-17,CYRX,"CryoPort, Inc. - Common Stock",US,USALL,Industrials,stage2_breakout,D,late,False,Stage 2,77.8,16.4,8.9,41.5394,46.2778,-3.2947,0.88,Bull,17.1299991607666,17.2404,15.1715,26.17,33.594,12.0,4.32,0,clear,78.0,False,ok,5517217.030202703,2026-08-31,2.0,15.81,17.2,14.88,False,,False,,False,,,,watching,,,
CZNC@2026-08-10,2026-08-17,CZNC,Citizens & Northern Corp - Common Stock,US,USALL,Financials,stage2_breakout,D,late,False,Stage 2,70.7,49.3,4.6,11.1349,-0.5291,11.717,1.0,Bull,25.799999237060547,26.5841,23.394,32.5428,37.569,12.0,1.87,1,clear,66.0,False,ok,764003.8320046306,2026-08-31,2.0,26.11,26.25,25.0,False,,False,,False,,,,watching,,,
DAC@2026-07-27,2026-08-17,DAC,Danaos Corporation Common Stock,US,USALL,Industrials,stage2_breakout,D,late,False,Stage 2,76.5,17.7,6.1,26.1507,46.2778,-13.8732,0.88,Bull,149.75,147.2435,129.5743,194.3694,233.617,12.0,2.67,3,clear,91.0,False,ok,8304203.190284577,2026-08-31,2.0,155.26,155.89,142.52,True,2026-08-17,False,,False,,0.49,0.45,open,,,
DBD@2026-07-20,2026-08-17,DBD,Diebold Nixdorf Incorporated Common stock,US,USALL,Information Technology,stage2_breakout,D,failed,False,Stage 4,-56.0,18.0,52.0,-11.148,15.886,-23.7588,0.88,Bull,69.94000244140625,93.7897,82.5349,117.23,137.346,12.0,2.08,4,clear,79.0,False,ok,16598060.777535742,2026-08-31,2.0,68.67,73.06,65.74,False,,False,,False,,,,watching,,,
DCBO@2026-08-17,2026-08-17,DCBO,Docebo Inc. - Common Shares,US,USALL,Information Technology,stage2_breakout,D,late,False,Stage 2,57.5,27.0,3.3,5.0324,15.886,-10.1822,0.88,Bull,24.690000534057617,24.4754,21.5383,33.39,40.99,12.0,3.04,0,clear,81.0,False,ok,1530570.659826015,2026-08-31,2.0,24.77,27.0,22.42,True,2026-08-17,False,,False,,0.86,0.1,open,,,
DHT@2026-08-17,2026-08-17,DHT,"DHT Holdings, Inc.",US,USALL,Energy,stage2_breakout,D,late,False,Stage 2,83.4,34.4,6.5,28.4461,-2.178,,1.0,Bull,19.81999969482422,19.2843,16.9702,26.2777,32.1574,12.0,3.02,0,clear,72.0,False,ok,41019620.135480136,2026-08-31,2.0,20.87,21.09,18.25,True,2026-08-17,False,,False,,0.78,0.69,open,,,
DIT@2026-07-20,2026-08-17,DIT,AMCON Distributing Company Common Stock,US,USALL,Consumer Staples,stage4_breakdown,D,live,True,Stage 4,-36.8,20.5,47.3,-15.6692,-6.5652,-9.784,0.7,Bull,70.76000213623047,57.8097,64.7468,23.6188,1.4762,12.0,4.93,4,unknown,,,untradeable,21858.035160520893,2026-08-31,2.0,67.64,75.76,66.0,False,,False,,False,,,,watching,,,
DOLE@2026-08-10,2026-08-17,DOLE,Dole plc Ordinary Shares,US,USALL,Consumer Staples,stage4_breakdown,C,live,True,Stage 4,-64.0,8.2,74.7,-15.1766,-6.5652,-9.4472,0.7,Bull,13.3100004196167,12.5543,14.0608,9.1037,6.1947,12.0,2.29,1,event_driven,84.0,True,ok,8824381.745960062,2026-08-31,2.0,14.01,14.14,12.875,False,,False,,False,,,,watching,,,
DSGR@2026-08-03,2026-08-17,DSGR,"Distribution Solutions Group, Inc. - Common Stock",US,USALL,Industrials,stage2_breakout,D,late,False,Stage 2,56.3,33.9,3.3,10.0252,46.2778,-25.598,0.88,Bull,34.79999923706055,35.4666,31.2106,51.1,63.932,12.0,3.67,2,event_driven,73.0,True,ok,1891577.7078830143,2026-08-31,2.0,34.66,35.0,34.54,False,,False,,False,,,,watching,,,
DV@2026-08-03,2026-08-17,DV,"DoubleVerify Holdings, Inc. Common Stock",US,USALL,Communication Services,stage2_breakout,C,late,True,Stage 2,68.6,44.4,0.0,9.5892,-6.1583,20.4273,0.88,Bull,13.3100004196167,13.6001,11.9681,20.3046,25.8643,12.0,4.11,2,event_driven,80.0,True,ok,21339518.55797543,2026-08-31,2.0,13.36,13.41,13.265,False,,False,,False,,,,watching,,,
DXPE@2026-08-03,2026-08-17,DXPE,"DXP Enterprises, Inc. - Common Stock",US,USALL,Industrials,stage2_breakout,D,late,False,Stage 2,78.7,29.7,5.7,26.4078,46.2778,-13.4633,0.88,Bull,190.27999877929688,212.533,187.029,295.46,365.428,12.0,3.25,2,event_driven,80.0,True,ok,17595526.761535384,2026-08-31,2.0,184.0,205.78,179.02,False,,False,,False,,,,watching,,,
DYN@2026-07-27,2026-08-17,DYN,"Dyne Therapeutics, Inc. - Common Stock",US,USALL,Health Care,stage2_breakout,D,late,False,Stage 2,57.9,20.2,8.2,28.4306,-6.1583,40.1726,0.88,Bull,26.100000381469727,27.8979,24.5501,43.688,56.7944,12.0,4.72,3,event_driven,80.0,True,ok,27111207.19619033,2026-08-31,2.0,24.28,26.94,24.14,False,,False,,False,,,,watching,,,
EAT@2026-07-27,2026-08-17,EAT,"Brinker International, Inc. Common Stock",US,USALL,Consumer Discretionary,stage2_breakout,D,late,False,Stage 2,80.5,32.9,5.7,46.3372,-2.7296,59.7688,1.0,Bull,246.0599975585937,258.2722,227.2795,382.46,485.46,12.0,4.01,3,clear,72.0,False,ok,125327197.93074712,2026-08-31,2.0,230.22,254.99,225.33,False,,False,,False,,,,watching,,,
EBF@2026-08-03,2026-08-17,EBF,"Ennis, Inc. Common Stock",US,USALL,Industrials,stage2_breakout,D,live,False,Stage 2,26.3,40.0,21.9,2.3155,46.2778,-30.4936,0.88,Bull,21.56999969482422,22.7808,20.0471,26.662,29.9517,12.0,1.42,2,clear,35.0,False,ok,2076030.559704936,2026-08-31,2.0,21.46,22.94,20.89,True,2026-08-17,False,,False,,0.06,-0.48,open,,,
ECO@2026-08-10,2026-08-17,ECO,Okeanis Eco Tankers Corp. Common Stock,US,USALL,Industrials,stage2_breakout,D,late,False,Stage 2,87.7,37.9,4.5,52.3304,46.2778,4.9185,1.15,Bull,64.70999908447266,67.0641,59.0164,99.8393,127.0164,12.0,4.07,1,event_driven,86.0,True,ok,14764603.267601931,2026-08-31,2.0,71.43,71.77,61.0,True,2026-08-24,False,,False,,0.58,0.54,open,,,
ECPG@2026-08-10,2026-08-17,ECPG,Encore Capital Group Inc - Common Stock,US,USALL,Financials,stage2_breakout,D,late,False,Stage 2,82.7,35.2,5.7,40.2129,-0.5291,40.555,1.0,Bull,101.20999908447266,105.4463,92.7927,154.08,194.336,12.0,3.84,1,event_driven,79.0,True,ok,20977052.49711284,2026-08-31,2.0,97.3,104.98,92.8,False,,False,,False,,,,watching,,,
EDRY@2026-08-17,2026-08-17,EDRY,EuroDry Ltd. - Common Shares,US,USALL,Industrials,stage2_breakout,D,late,False,Stage 2,87.6,18.6,4.5,136.2425,46.2778,64.4897,1.15,Bull,46.84999847412109,40.9887,36.0701,64.0,83.2,12.0,4.68,0,clear,87.0,False,ok,527817.5405251987,2026-08-31,2.0,57.43,57.43,36.61,True,2026-08-17,False,,False,,3.34,3.34,open,,,
ELC@2026-08-17,2026-08-17,ELC,"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",US,USALL,,stage4_breakdown,C,live,True,Stage 3 to 4,-45.1,40.9,45.9,-11.203,,,1.0,Bull,19.68199920654297,19.6418,20.2423,17.5952,15.8949,3.06,3.41,0,unknown,,,ok,245329.07621841243,2026-08-31,2.0,19.42,20.0365,19.3473,True,2026-08-17,False,,False,,0.49,0.37,open,,,
EMO@2026-08-17,2026-08-17,EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,US,USALL,Financials,stage2_breakout,D,live,False,Stage 2,58.4,41.8,7.1,6.9061,-0.5291,7.4187,1.0,Bull,54.20000076293945,53.6587,47.2197,62.1214,69.3009,12.0,1.31,0,unknown,,,ok,1769922.6653095349,2026-08-17,0.0,54.2,54.5676,53.0775,True,2026-08-17,False,,False,,0.14,0.08,open,,,
